,id,age,gender,income,days_on_platform,city,purchases
1283,1283,,Male,103197,19,Tokyo,0
1284,1284,,Female,155778,43,London,1
1285,1285,41,Male,255836,9,Miami,0
1286,1286,,Female,28834,9,London,1
1287,1287,,Female,198667,28,Tokyo,1
1288,1288,,Female,87275,33,Miami,0
1289,1289,,Female,44986,43,San Francisco,0
1290,1290,46,Male,166142,,San Francisco,1
1291,1291,30,Male,120436,14,Tokyo,0
1292,1292,40,Female,88181,34,Miami,0
1293,1293,48,Male,136059,18,London,1
1294,1294,18,Female,50021,26,London,1
1295,1295,,Male,96097,14,Miami,2
1296,1296,,Female,78052,4,San Francisco,2
1297,1297,37,Male,7241,36,Miami,3
1298,1298,,Female,41817,42,Tokyo,2
1299,1299,13,Male,16254,22,London,0
1300,1300,18,Female,63719,10,Miami,1
1301,1301,33,Male,82706,39,London,2
1302,1302,,Female,74918,19,New York City,1
1303,1303,,Female,6648,32,New York City,1
1304,1304,,Female,48181,7,San Francisco,0
1305,1305,11,Male,126453,5,San Francisco,1
1306,1306,,Male,67154,47,Miami,0
1307,1307,44,Male,71328,18,London,3
1308,1308,20,Female,48985,26,New York City,1
1309,1309,46,Female,44239,1,Miami,0
1310,1310,44,Male,106809,30,New York City,2
1311,1311,,Male,139496,6,Miami,3
1312,1312,,Male,29027,3,London,0
1313,1313,,Female,21232,24,Tokyo,0
1314,1314,17,Male,56102,16,San Francisco,3
1315,1315,29,Female,130556,12,Miami,0
1316,1316,,Male,40171,31,San Francisco,0
1317,1317,,Female,3653,28,San Francisco,0
1318,1318,45,Male,6476,15,Tokyo,0
1319,1319,,Male,88013,19,New York City,0
1320,1320,,Male,138997,16,London,3
1321,1321,,Female,137274,35,San Francisco,1
1322,1322,33,Female,50223,22,Tokyo,0
1323,1323,31,Female,55424,8,Tokyo,0
1324,1324,,Female,69645,12,London,0
1325,1325,,Male,210341,4,Tokyo,0
1326,1326,,Female,13250,22,Tokyo,2
1327,1327,,Male,181821,49,Miami,1
1328,1328,,Male,224804,4,New York City,1
1329,1329,14,Female,24112,13,Miami,1
1330,1330,43,Female,59573,16,New York City,1
1331,1331,,Male,2789,47,San Francisco,2
1332,1332,26,Female,58241,12,London,2
1333,1333,26,Female,83179,18,Tokyo,0
1334,1334,33,Male,178641,19,New York City,3
1335,1335,,Female,44028,36,New York City,1
1336,1336,23,Female,137122,18,New York City,1
1337,1337,,Female,172330,4,Tokyo,1
1338,1338,,Male,177066,9,Tokyo,2
1339,1339,41,Female,63212,3,London,0
1340,1340,,Male,80133,17,San Francisco,1
1341,1341,50,Male,56426,6,Miami,1
1342,1342,12,Male,87445,37,London,0
1343,1343,31,Female,130771,14,London,0
1344,1344,,Female,148003,63,Tokyo,0
1345,1345,,Male,37902,19,Tokyo,2
1346,1346,,Male,148175,11,Tokyo,3
1347,1347,47,Male,117077,39,London,0
1348,1348,,Female,14097,24,San Francisco,1
1349,1349,49,Male,52290,23,San Francisco,2
1350,1350,14,Male,26040,23,New York City,0
1351,1351,,Male,38483,48,Miami,1
1352,1352,18,Female,6503,25,Miami,0
1353,1353,,Male,148562,15,Miami,1
1354,1354,,Male,38766,17,New York City,1
1355,1355,,Female,52327,44,New York City,2
1356,1356,,Female,39761,6,New York City,1
1357,1357,,Male,95162,11,London,0
1358,1358,,Male,77195,11,London,1
1359,1359,20,Male,44942,9,New York City,0
1360,1360,22,Female,76703,7,Tokyo,0
1361,1361,,Male,28254,50,Miami,3
1362,1362,,Male,17368,44,Miami,1
1363,1363,45,Female,33103,40,Tokyo,1
1364,1364,45,Female,48911,15,Miami,3
1365,1365,48,Female,24154,56,New York City,2
1366,1366,,Female,124357,10,London,0
1367,1367,43,Male,87396,12,San Francisco,0
1368,1368,23,Male,224340,1,San Francisco,1
1369,1369,10,Male,157774,83,Miami,0
1370,1370,21,Male,14843,58,San Francisco,1
1371,1371,29,Female,79449,10,London,1
1372,1372,19,Male,84098,62,New York City,1
1373,1373,39,Male,6504,35,New York City,2
1374,1374,,Female,33734,42,Miami,5
1375,1375,,Male,12976,36,London,1
1376,1376,,Female,184681,10,New York City,0
1377,1377,36,Female,136552,30,Tokyo,1
1378,1378,,Female,36594,31,New York City,0
1379,1379,50,Male,217348,11,Tokyo,0
1380,1380,35,Female,79215,9,New York City,0
1381,1381,,Female,40991,7,Miami,0
1382,1382,23,Female,136394,34,New York City,0
1383,1383,,Male,17316,8,San Francisco,1
1384,1384,46,Male,137862,19,San Francisco,2
1385,1385,26,Male,8856,36,San Francisco,1
1386,1386,19,Male,290833,4,Tokyo,1
1387,1387,,Male,73377,47,London,1
1388,1388,,Male,165116,21,Miami,3
1389,1389,,Male,54973,10,San Francisco,2
1390,1390,37,Female,25821,7,Miami,0
1391,1391,,Female,21015,21,London,2
1392,1392,45,Male,73284,12,London,1
1393,1393,48,Male,177784,26,London,0
1394,1394,,Male,45342,6,London,1
1395,1395,,Male,259630,17,New York City,0
1396,1396,,Male,11668,6,New York City,0
1397,1397,,Male,80818,46,New York City,0
1398,1398,16,Female,14861,27,Miami,1
1399,1399,,Male,90285,52,Tokyo,3
1400,1400,17,Female,121608,22,London,1
1401,1401,,Female,4934,19,Tokyo,2
1402,1402,,Female,250461,17,San Francisco,0
1403,1403,50,Female,190802,19,New York City,0
1404,1404,,Female,11339,14,London,0
1405,1405,14,Male,1114,74,New York City,3
1406,1406,,Female,165756,28,San Francisco,1
1407,1407,,Male,75802,10,New York City,3
1408,1408,21,Female,46566,7,Tokyo,0
1409,1409,31,Female,93648,41,San Francisco,2
1410,1410,37,Male,44131,32,New York City,1
1411,1411,37,Male,131724,12,New York City,1
1412,1412,17,Male,91285,42,Tokyo,0
1413,1413,,Female,65598,15,San Francisco,0
1414,1414,19,Male,170676,21,San Francisco,0
1415,1415,,Male,61090,7,London,0
1416,1416,36,Female,14349,12,Tokyo,0
1417,1417,,Male,58256,11,Tokyo,0
1418,1418,37,Female,85740,11,New York City,1
1419,1419,23,Male,72981,15,Tokyo,0
1420,1420,,Female,137613,14,New York City,4
1421,1421,,Female,29198,11,New York City,0
1422,1422,14,Female,15716,12,New York City,1
1423,1423,21,Male,30716,33,Miami,0
1424,1424,,Male,72300,78,New York City,2
1425,1425,,Male,40211,,Miami,1
1426,1426,35,Female,7278,3,San Francisco,4
1427,1427,26,Male,22030,29,London,1
1428,1428,,Female,1429,64,New York City,3
1429,1429,,Male,117877,47,Miami,0
1430,1430,49,Male,31739,56,San Francisco,2
1431,1431,50,Male,121727,13,Tokyo,3
1432,1432,,Female,22563,2,New York City,1
1433,1433,43,Female,52848,45,San Francisco,1
1434,1434,12,Male,156510,8,Miami,2
1435,1435,,Female,30429,19,Tokyo,1
1436,1436,33,Female,89149,40,Tokyo,2
1437,1437,,Female,83831,10,New York City,2
1438,1438,28,Female,91760,36,London,1
1439,1439,48,Male,60228,45,San Francisco,1
1440,1440,23,Female,116150,13,New York City,3
1441,1441,,Male,91105,,Tokyo,1
1442,1442,20,Female,97405,45,Miami,0
1443,1443,,Female,132386,20,Miami,2
1444,1444,,Female,219937,9,San Francisco,3
1445,1445,22,Female,136651,33,London,4
1446,1446,,Female,118886,30,Miami,3
1447,1447,17,Male,44253,5,San Francisco,2
1448,1448,37,Female,58372,5,San Francisco,0
1449,1449,37,Female,67052,3,London,0
1450,1450,16,Female,40172,7,Miami,1
1451,1451,,Female,47470,5,London,1
1452,1452,44,Male,66771,44,Tokyo,1
1453,1453,,Female,38696,22,San Francisco,4
1454,1454,,Female,49391,25,San Francisco,1
1455,1455,16,Male,60172,19,New York City,1
1456,1456,15,Male,85171,4,New York City,0
1457,1457,,Male,36949,50,San Francisco,3
1458,1458,,Male,74811,14,Miami,0
1459,1459,,Female,106898,53,London,0
1460,1460,,Male,58554,4,Miami,1
1461,1461,,Female,66574,2,Miami,2
1462,1462,33,Female,94151,30,London,2
1463,1463,38,Male,4512,13,New York City,2
1464,1464,33,Female,14097,9,Miami,2
1465,1465,,Female,36233,14,Tokyo,1
1466,1466,39,Male,165608,18,Tokyo,1
1467,1467,,Female,144176,15,Tokyo,2
1468,1468,28,Male,20582,45,New York City,0
1469,1469,14,Female,1320,47,New York City,1
1470,1470,,Male,11403,10,Miami,0
1471,1471,,Male,31916,15,New York City,4
1472,1472,39,Female,58806,8,Miami,0
1473,1473,,Female,156870,32,Tokyo,2
1474,1474,48,Female,78514,,Miami,1
1475,1475,,Female,66784,10,London,1
1476,1476,22,Female,169992,3,San Francisco,0
1477,1477,46,Male,14960,53,New York City,1
1478,1478,,Female,70741,30,San Francisco,1
1479,1479,,Female,67581,37,London,0
1480,1480,,Female,204350,49,London,0
1481,1481,,Male,137324,12,San Francisco,3
1482,1482,45,Male,20135,49,San Francisco,1
1483,1483,,Male,51048,39,Tokyo,1
1484,1484,,Female,140190,52,San Francisco,2
1485,1485,41,Male,123975,53,Miami,0
1486,1486,16,Male,174067,21,Tokyo,1
1487,1487,,Female,142552,10,New York City,2
1488,1488,45,Female,72041,29,New York City,0
1489,1489,,Female,96882,51,New York City,2
1490,1490,47,Female,16898,27,London,0
1491,1491,23,Male,20441,20,New York City,0
1492,1492,45,Female,60771,17,Tokyo,1
1493,1493,37,Male,6974,9,Miami,2
1494,1494,,Female,8671,66,London,0
1495,1495,20,Male,66523,40,Tokyo,2
1496,1496,34,Male,31054,19,London,1
1497,1497,,Male,166069,8,New York City,1
1498,1498,24,Male,27345,,London,0
1499,1499,20,Male,96384,44,Miami,0
1500,1500,19,Female,26915,3,London,0
1501,1501,18,Female,8882,5,New York City,1
1502,1502,21,Male,26483,16,New York City,0
1503,1503,49,Female,121769,59,New York City,0
1504,1504,,Male,51324,63,New York City,5
1505,1505,28,Female,80368,5,Miami,1
1506,1506,14,Male,125838,7,Tokyo,2
1507,1507,27,Female,125212,21,San Francisco,0
1508,1508,47,Male,16373,4,San Francisco,2
1509,1509,25,Male,92184,1,Miami,1
1510,1510,,Female,12734,30,New York City,0
1511,1511,41,Male,47917,3,San Francisco,0
1512,1512,33,Male,123965,66,Tokyo,2
1513,1513,48,Female,64235,10,San Francisco,0
1514,1514,,Female,37073,9,Miami,1
1515,1515,,Male,36570,13,New York City,0
1516,1516,12,Female,42035,47,London,1
1517,1517,50,Male,144844,26,London,1
1518,1518,36,Male,183721,26,London,0
1519,1519,44,Male,36011,28,London,0
1520,1520,,Male,62274,23,Tokyo,0
1521,1521,,Female,13271,31,London,0
1522,1522,,Male,37305,44,London,1
1523,1523,23,Male,5277,6,Tokyo,0
1524,1524,,Female,215779,7,Miami,3
1525,1525,,Female,139942,15,San Francisco,0
1526,1526,21,Male,178655,2,Miami,1
1527,1527,15,Male,81466,14,London,2
1528,1528,,Male,4223,28,New York City,1
1529,1529,14,Female,80743,30,San Francisco,0
1530,1530,,Female,60454,9,San Francisco,2
1531,1531,11,Female,13726,37,New York City,2
1532,1532,,Male,60868,5,San Francisco,1
1533,1533,14,Male,59050,1,New York City,3
1534,1534,,Female,31312,34,Tokyo,1
1535,1535,,Male,115305,16,New York City,2
1536,1536,11,Female,29438,44,Miami,0
1537,1537,,Female,123886,9,San Francisco,0
1538,1538,14,Female,83442,28,Tokyo,0
1539,1539,34,Female,79359,48,New York City,4
1540,1540,,Male,94622,4,New York City,0
1541,1541,,Female,152616,19,London,2
1542,1542,,Male,55600,7,London,2
1543,1543,,Male,95608,17,San Francisco,1
1544,1544,31,Male,46959,11,San Francisco,0
1545,1545,,Female,143124,28,San Francisco,2
1546,1546,12,Female,18987,57,San Francisco,3
1547,1547,,Male,174370,25,London,1
1548,1548,,Female,85899,,New York City,0
1549,1549,35,Male,106511,21,New York City,0
1550,1550,17,Female,21271,10,London,1
1551,1551,,Female,13268,29,London,0
1552,1552,,Male,46974,1,New York City,1
1553,1553,,Female,21900,22,San Francisco,1
1554,1554,29,Female,23704,50,San Francisco,2
1555,1555,,Female,21542,37,London,1
1556,1556,34,Male,91958,12,Tokyo,4
1557,1557,39,Female,90965,28,New York City,2
1558,1558,44,Male,16849,13,Miami,2
1559,1559,,Male,92239,19,Miami,0
1560,1560,,Female,75462,,Tokyo,0
1561,1561,,Male,192297,17,Tokyo,1
1562,1562,14,Female,22701,8,Tokyo,0
1563,1563,14,Male,97981,48,New York City,3
1564,1564,16,Female,33780,21,New York City,0
1565,1565,24,Male,29186,34,New York City,2
1566,1566,21,Male,37370,43,Tokyo,1
1567,1567,36,Male,33378,4,New York City,0
1568,1568,12,Female,388572,36,New York City,1
1569,1569,48,Female,4235,7,Tokyo,0
1570,1570,,Male,4,51,Tokyo,3
1571,1571,,Male,76744,12,London,1
1572,1572,16,Male,216346,13,New York City,0
1573,1573,16,Female,126717,2,New York City,1
1574,1574,10,Female,61932,78,San Francisco,2
1575,1575,,Female,50365,19,New York City,2
1576,1576,25,Male,222606,19,San Francisco,0
1577,1577,,Female,67370,31,San Francisco,1
1578,1578,,Female,25505,8,San Francisco,1
1579,1579,26,Male,75601,39,New York City,0
1580,1580,,Male,16370,5,San Francisco,1
1581,1581,,Female,8189,1,London,0
1582,1582,39,Male,61857,14,Miami,2
1583,1583,41,Male,3891,28,New York City,1
1584,1584,,Male,59114,1,New York City,2
1585,1585,,Male,25166,33,San Francisco,0
1586,1586,,Male,44058,21,New York City,0
1587,1587,27,Male,34398,34,Miami,1
1588,1588,,Male,4662,49,Miami,1
1589,1589,,Male,47363,11,Miami,2
1590,1590,,Male,83394,5,London,4
1591,1591,,Male,129614,32,Tokyo,0
1592,1592,,Male,99606,19,Miami,1
1593,1593,22,Female,146704,25,Miami,0
1594,1594,13,Male,91368,4,New York City,1
1595,1595,,Male,69201,14,San Francisco,0
1596,1596,,Female,109012,18,Tokyo,0
1597,1597,24,Male,56905,25,New York City,2
1598,1598,41,Female,6596,28,San Francisco,1
1599,1599,,Male,100091,10,Miami,1
1600,1600,45,Male,100463,23,London,0
1601,1601,,Male,116566,33,London,2
1602,1602,44,Male,83300,42,New York City,0
1603,1603,12,Male,178469,3,Tokyo,2
1604,1604,,Male,25780,29,New York City,1
1605,1605,,Male,167229,5,Tokyo,1
1606,1606,,Female,288203,23,San Francisco,3
1607,1607,46,Female,94666,9,New York City,1
1608,1608,34,Male,89700,63,Miami,3
1609,1609,,Female,129988,3,New York City,1
1610,1610,18,Male,34591,20,Miami,0
1611,1611,41,Female,61057,43,London,0
1612,1612,,Male,58866,4,London,1
1613,1613,30,Female,191544,24,London,0
1614,1614,21,Male,34132,23,London,2
1615,1615,,Female,54533,27,Tokyo,1
1616,1616,,Male,62693,41,Miami,3
1617,1617,46,Male,40686,25,New York City,0
1618,1618,11,Female,181955,3,New York City,0
1619,1619,37,Male,64398,7,Miami,3
1620,1620,,Male,31642,54,New York City,2
1621,1621,,Female,7988,15,Tokyo,0
1622,1622,42,Female,158248,29,San Francisco,0
1623,1623,23,Female,90119,17,New York City,5
1624,1624,37,Male,55738,26,Tokyo,1
1625,1625,45,Female,15087,13,San Francisco,0
1626,1626,,Male,95725,18,San Francisco,2
1627,1627,40,Male,94666,,San Francisco,0
1628,1628,35,Female,159380,45,Tokyo,1
1629,1629,,Male,147548,10,Miami,2
1630,1630,14,Female,97892,4,Miami,2
1631,1631,,Male,130951,2,San Francisco,1
1632,1632,,Female,36160,11,Tokyo,1
1633,1633,,Female,21604,40,Miami,2
1634,1634,31,Male,75439,11,New York City,0
1635,1635,,Female,25651,7,New York City,0
1636,1636,27,Male,47686,59,Miami,1
1637,1637,,Female,158813,21,Miami,1
1638,1638,,Female,5752,14,London,0
1639,1639,10,Female,86519,46,San Francisco,0
1640,1640,32,Female,63824,37,Tokyo,2
1641,1641,,Male,164736,38,San Francisco,1
1642,1642,,Female,17791,52,San Francisco,2
1643,1643,38,Female,72121,33,Tokyo,1
1644,1644,25,Female,53734,13,Tokyo,4
1645,1645,30,Male,105519,16,Tokyo,2
1646,1646,,Male,27804,3,Tokyo,2
1647,1647,,Female,63555,20,San Francisco,0
1648,1648,,Male,172694,8,London,2
1649,1649,,Male,34272,34,London,0
1650,1650,35,Male,36457,47,London,3
1651,1651,44,Male,76749,66,Miami,2
1652,1652,38,Male,175803,69,San Francisco,0
1653,1653,46,Female,65662,21,Miami,0
1654,1654,40,Male,26484,4,New York City,0
1655,1655,,Female,5700,59,London,0
1656,1656,,Male,72350,24,San Francisco,1
1657,1657,,Female,41571,46,Tokyo,2
1658,1658,26,Female,146715,3,Tokyo,1
1659,1659,45,Female,19685,6,San Francisco,0
1660,1660,,Male,43348,34,San Francisco,1
1661,1661,50,Female,151479,13,New York City,1
1662,1662,,Female,160493,9,San Francisco,0
1663,1663,31,Female,56912,7,Miami,1
1664,1664,,Male,37590,5,New York City,0
1665,1665,23,Female,20998,5,Miami,0
1666,1666,46,Male,68535,10,Tokyo,1
1667,1667,10,Male,62443,6,New York City,0
1668,1668,44,Female,45861,30,Miami,0
1669,1669,,Female,77502,,San Francisco,6
1670,1670,15,Male,64876,22,Miami,5
1671,1671,31,Male,173890,,Miami,4
1672,1672,50,Male,40406,3,Miami,2
1673,1673,,Male,95803,6,London,1
1674,1674,46,Male,44499,3,London,0
1675,1675,46,Male,89372,16,London,3
1676,1676,,Female,293214,9,London,0
1677,1677,10,Female,148440,7,New York City,1
1678,1678,37,Male,61022,39,New York City,2
1679,1679,,Male,132928,14,New York City,0
1680,1680,42,Male,42951,,Tokyo,1
1681,1681,,Male,236459,18,New York City,0
1682,1682,31,Male,159196,9,New York City,0
1683,1683,,Male,33975,45,San Francisco,2
1684,1684,12,Male,189904,11,Tokyo,0
1685,1685,47,Female,86160,34,London,1
1686,1686,,Male,42884,43,New York City,0
1687,1687,,Female,127518,35,San Francisco,0
1688,1688,,Male,55860,68,New York City,2
1689,1689,,Male,96261,65,Tokyo,1
1690,1690,,Male,17333,7,Miami,0
1691,1691,28,Male,38946,13,Tokyo,1
1692,1692,49,Female,9010,8,London,0
1693,1693,26,Male,90651,5,New York City,4
1694,1694,45,Female,48611,72,London,1
1695,1695,,Female,91696,33,London,2
1696,1696,,Male,104457,29,San Francisco,0
1697,1697,49,Female,1723,28,Tokyo,1
1698,1698,38,Male,194841,,New York City,1
1699,1699,,Male,80098,20,London,2
1700,1700,39,Female,17235,10,San Francisco,1
1701,1701,,Male,11417,5,Miami,1
1702,1702,,Female,127413,10,Tokyo,0
1703,1703,24,Male,10848,35,San Francisco,1
1704,1704,17,Female,127781,19,London,3
1705,1705,,Male,211161,25,Miami,2
1706,1706,44,Female,64427,6,Tokyo,4
1707,1707,,Female,91479,58,London,4
1708,1708,,Female,104648,4,New York City,2
1709,1709,,Male,12075,10,San Francisco,0
1710,1710,,Female,88741,43,London,1
1711,1711,,Female,97008,42,New York City,2
1712,1712,,Female,133562,69,Miami,0
1713,1713,,Male,81632,18,New York City,1
1714,1714,,Female,16984,31,San Francisco,0
1715,1715,47,Female,190865,34,Miami,1
1716,1716,,Male,1203,11,Miami,0
1717,1717,49,Male,132086,22,New York City,0
1718,1718,42,Female,88642,18,Tokyo,3
1719,1719,42,Male,66629,45,Miami,1
1720,1720,39,Female,8908,24,San Francisco,1
1721,1721,13,Female,46390,13,Miami,0
1722,1722,11,Male,461,3,Tokyo,2
1723,1723,,Female,22063,41,New York City,1
1724,1724,,Male,159635,10,San Francisco,2
1725,1725,,Female,5700,28,London,3
1726,1726,,Male,138932,13,Miami,1
1727,1727,44,Female,54507,49,London,1
1728,1728,40,Female,163650,50,London,0
1729,1729,22,Female,8001,46,Miami,1
1730,1730,,Male,168806,39,London,4
1731,1731,39,Male,1793,11,Tokyo,4
1732,1732,15,Male,119234,91,San Francisco,1
1733,1733,15,Female,160041,30,New York City,2
1734,1734,35,Male,136482,7,Miami,0
1735,1735,28,Female,232505,16,Tokyo,3
1736,1736,10,Male,33926,6,Tokyo,1
1737,1737,,Female,59602,24,Tokyo,2
1738,1738,,Female,120246,12,Tokyo,3
1739,1739,26,Male,62144,2,London,1
1740,1740,43,Female,51741,41,San Francisco,0
1741,1741,,Female,10645,29,Tokyo,1
1742,1742,,Male,100889,12,San Francisco,0
1743,1743,,Male,50529,13,New York City,4
1744,1744,40,Male,53119,28,Tokyo,4
1745,1745,19,Female,109425,27,London,1
1746,1746,,Male,20073,11,London,3
1747,1747,,Male,119917,10,London,0
1748,1748,,Male,92151,15,Miami,0
1749,1749,17,Female,147313,39,San Francisco,0
1750,1750,,Female,56496,3,Miami,1
1751,1751,,Male,232980,30,London,0
1752,1752,20,Male,62407,13,Miami,3
1753,1753,,Female,39828,13,San Francisco,0
1754,1754,15,Female,104739,44,Miami,0
1755,1755,39,Male,13091,39,Tokyo,0
1756,1756,10,Male,15177,19,Tokyo,1
1757,1757,46,Male,96203,38,New York City,0
1758,1758,47,Male,30516,43,San Francisco,1
1759,1759,,Female,102444,33,London,0
1760,1760,,Male,57142,19,London,1
1761,1761,26,Male,113939,2,Tokyo,2
1762,1762,27,Male,55440,2,Miami,0
1763,1763,42,Female,60992,34,San Francisco,0
1764,1764,16,Male,219434,20,San Francisco,1
1765,1765,,Female,41282,28,New York City,0
1766,1766,,Male,78444,,Tokyo,3
1767,1767,37,Male,60094,32,New York City,2
1768,1768,,Female,120402,12,Miami,2
1769,1769,,Female,32982,14,New York City,2
1770,1770,21,Female,30943,69,London,1
1771,1771,,Female,136266,22,New York City,2
1772,1772,,Male,157121,7,London,0
1773,1773,27,Male,78739,1,Miami,0
1774,1774,21,Male,45981,35,Miami,2
1775,1775,,Male,76398,16,Tokyo,0
1776,1776,39,Male,71972,20,Miami,1
1777,1777,,Male,11953,60,Miami,2
1778,1778,,Male,157540,17,London,2
1779,1779,39,Female,54474,9,Tokyo,1
1780,1780,,Male,255072,12,Miami,0
1781,1781,14,Male,11011,,Miami,3
1782,1782,,Male,54450,38,Miami,4
1783,1783,15,Male,41570,11,New York City,0
1784,1784,47,Female,37486,13,London,0
1785,1785,22,Male,15597,22,London,1
1786,1786,47,Female,135226,48,Tokyo,2
1787,1787,,Female,34324,22,Miami,1
1788,1788,,Female,31863,27,San Francisco,0
1789,1789,34,Male,61118,,Miami,0
1790,1790,,Female,92929,20,San Francisco,1
1791,1791,,Male,149161,23,London,0
1792,1792,,Male,133459,33,Tokyo,0
1793,1793,,Female,101512,38,Miami,0
1794,1794,48,Male,131244,30,San Francisco,4
1795,1795,44,Female,175801,45,San Francisco,0
1796,1796,33,Female,157186,30,London,3
1797,1797,16,Male,48851,51,Miami,0
1798,1798,,Male,72401,37,London,1
1799,1799,,Male,101610,28,New York City,0
1800,1800,26,Male,19416,23,San Francisco,1
1801,1801,,Female,12777,38,London,1
1802,1802,,Female,82538,18,New York City,3
1803,1803,28,Female,12045,32,Tokyo,0
1804,1804,,Male,118008,12,Tokyo,1
1805,1805,,Male,44521,,San Francisco,2
1806,1806,22,Male,31501,34,San Francisco,2
1807,1807,,Female,47460,4,New York City,2
1808,1808,12,Male,141181,20,Miami,3
1809,1809,,Female,111543,29,Miami,6
1810,1810,12,Male,37714,29,Miami,1
1811,1811,,Male,3071,18,New York City,3
1812,1812,40,Male,101701,12,Tokyo,0
1813,1813,26,Female,10823,12,London,4
1814,1814,,Female,206503,13,New York City,0
1815,1815,,Male,69198,70,San Francisco,3
1816,1816,40,Male,29151,15,San Francisco,3
1817,1817,17,Male,73754,44,New York City,0
1818,1818,38,Male,56313,40,London,5
1819,1819,36,Male,77781,58,London,2
1820,1820,15,Female,41341,36,Miami,0
1821,1821,,Male,98594,30,San Francisco,0
1822,1822,22,Female,278681,36,Miami,0
1823,1823,,Female,124581,20,San Francisco,0
1824,1824,,Female,110152,1,Miami,0
1825,1825,37,Male,42064,27,San Francisco,1
1826,1826,,Male,178159,28,New York City,0
1827,1827,,Male,21170,56,Miami,3
1828,1828,,Male,85159,4,Miami,0
1829,1829,38,Male,50784,,Miami,1
1830,1830,,Male,238388,1,Miami,2
1831,1831,36,Male,66734,22,Miami,3
1832,1832,,Male,104499,30,London,4
1833,1833,27,Female,140,32,Miami,0
1834,1834,29,Female,39616,17,San Francisco,2
1835,1835,,Female,43131,4,Tokyo,1
1836,1836,,Female,18781,3,London,5
1837,1837,,Male,52088,39,London,0
1838,1838,40,Female,30392,8,Tokyo,0
1839,1839,12,Male,52039,27,San Francisco,0
1840,1840,36,Male,135179,45,San Francisco,0
1841,1841,,Male,44759,21,London,3
1842,1842,38,Male,59145,1,London,4
1843,1843,46,Male,8469,21,Miami,3
1844,1844,,Female,138237,4,London,1
1845,1845,,Female,128322,25,New York City,0
1846,1846,48,Female,181496,35,Miami,1
1847,1847,,Female,3234,15,Miami,1
1848,1848,,Female,23278,4,Miami,2
1849,1849,25,Female,53346,8,Tokyo,1
1850,1850,,Female,62385,92,Miami,1
1851,1851,48,Male,49212,34,London,0
1852,1852,19,Male,55353,43,San Francisco,3
1853,1853,,Female,62774,5,London,0
1854,1854,,Male,18770,1,London,1
1855,1855,,Male,20329,37,New York City,2
1856,1856,,Male,143215,29,New York City,0
1857,1857,,Female,57466,4,San Francisco,0
1858,1858,24,Male,6322,31,San Francisco,0
1859,1859,31,Female,87147,59,New York City,1
1860,1860,41,Female,25353,19,New York City,0
1861,1861,,Female,173027,68,New York City,1
1862,1862,31,Female,196489,47,Miami,0
1863,1863,14,Male,3720,11,London,2
1864,1864,13,Male,166727,7,San Francisco,3
1865,1865,10,Female,66869,16,San Francisco,1
1866,1866,46,Female,119474,46,Tokyo,0
1867,1867,19,Male,72398,17,New York City,0
1868,1868,43,Male,91557,3,New York City,1
1869,1869,,Male,151359,24,London,0
1870,1870,,Male,100250,12,New York City,5
1871,1871,,Female,15984,14,San Francisco,4
1872,1872,,Male,75819,33,London,2
1873,1873,24,Male,94100,6,London,2
1874,1874,30,Male,168826,8,New York City,2
1875,1875,,Male,4301,5,Miami,3
1876,1876,,Male,63762,42,Tokyo,0
1877,1877,,Male,68923,3,San Francisco,0
1878,1878,14,Male,33363,14,Tokyo,2
1879,1879,11,Male,95550,13,San Francisco,3
1880,1880,45,Male,62969,44,San Francisco,0
1881,1881,,Female,46235,33,New York City,1
1882,1882,14,Male,72340,33,New York City,1
1883,1883,33,Male,3393,40,New York City,0
1884,1884,27,Male,94196,19,New York City,1
1885,1885,35,Male,149966,42,London,1
1886,1886,45,Male,60677,33,Tokyo,2
1887,1887,25,Female,47935,78,San Francisco,0
1888,1888,34,Male,25005,45,Miami,0
1889,1889,,Male,147280,19,Tokyo,1
1890,1890,,Male,6812,5,New York City,0
1891,1891,,Male,1382,8,Miami,1
1892,1892,40,Female,61512,61,New York City,0
1893,1893,,Male,138539,25,London,1
1894,1894,33,Male,166679,8,London,2
1895,1895,24,Male,153235,12,London,2
1896,1896,,Female,41145,70,San Francisco,0
1897,1897,,Male,7741,18,Miami,1
1898,1898,,Female,32956,38,New York City,1
1899,1899,,Female,204834,40,San Francisco,2
1900,1900,50,Male,21199,41,New York City,0
1901,1901,42,Female,168694,8,Tokyo,3
1902,1902,,Female,130964,55,New York City,3
1903,1903,45,Female,188102,8,Tokyo,0
1904,1904,20,Male,83697,11,New York City,2
1905,1905,,Male,137514,66,London,2
1906,1906,,Female,381,44,Miami,1
1907,1907,12,Female,97007,13,London,1
1908,1908,29,Male,82723,19,Miami,1
1909,1909,,Male,125379,14,New York City,0
1910,1910,,Male,15746,14,Miami,1
1911,1911,33,Female,159742,33,Tokyo,2
1912,1912,27,Female,39989,3,Miami,0
1913,1913,31,Female,35034,20,Tokyo,0
1914,1914,,Female,12696,23,Miami,2
1915,1915,44,Female,1962,8,Tokyo,0
1916,1916,32,Male,1239,20,New York City,2
1917,1917,33,Male,48655,29,Tokyo,1
1918,1918,49,Female,102578,6,London,1
1919,1919,,Male,147250,21,London,0
1920,1920,,Male,88208,35,Tokyo,0
1921,1921,46,Male,68887,33,London,0
1922,1922,,Female,1833,7,London,3
